Producto,Genero,Tipo,SKU,Precio,Precio Rebajado,Descripcion_corta,Imagen,Talla,Disponibilidad
Camiseta Organic,Mujer,Camisetas,DEB-CAM-013-AWM69-A-FN,"30,90€","27,90€","Camiseta 100% algodón orgánico, manga corta y cuello redondo. Color azul marino. Corte mujer, acabado peach finish. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3900-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3900-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3913-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3913-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/P-0O9A3904-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/P-0O9A3904-copy.jpg",XL,2
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",['extra-pequena'],1
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",S,0
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",M,0
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",L,1
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",XL,0
Camiseta Yo Sí Tengo Pueblo,Mujer,Camisetas,DEB-CAM-004-SSLE-A-VW,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color vintage white. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg",S,30
Camiseta Yo Sí Tengo Pueblo,Mujer,Camisetas,DEB-CAM-004-SSLE-A-VW,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color vintage white. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg",M,2
Camiseta Yo Sí Tengo Pueblo,Mujer,Camisetas,DEB-CAM-004-SSLE-A-VW,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color vintage white. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg",L,30
Camiseta Yo Sí Tengo Pueblo,Mujer,Camisetas,DEB-CAM-004-SSLE-A-VW,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color vintage white. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Editar-0O9A0466.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Yo-Si-Tengo-Ella-3.jpg",XL,1
Producto,Genero,Tipo,SKU,Precio,Precio Rebajado,Descripcion_corta,Imagen,Talla,Disponibilidad
Camiseta Nasti de Plastic,Mujer,Camisetas,DEB-CAM-012-SSLO-A-BH,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg",S,30
Camiseta Nasti de Plastic,Mujer,Camisetas,DEB-CAM-012-SSLO-A-BH,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg",M,30
Camiseta Nasti de Plastic,Mujer,Camisetas,DEB-CAM-012-SSLO-A-BH,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg",L,30
Camiseta Nasti de Plastic,Mujer,Camisetas,DEB-CAM-012-SSLO-A-BH,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4009.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4015.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg,https://debutant-store.com/wp-content/uploads/2020/02/00-0O9A4028.jpg",XL,30
Camiseta Nasti de Plastic,Hombre,Camisetas,DEB-CAM-012-SSLE-O-DG,"31,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte hombre. Modelo viste talla M. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg",S,1
Camiseta Nasti de Plastic,Hombre,Camisetas,DEB-CAM-012-SSLE-O-DG,"31,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte hombre. Modelo viste talla M. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg",M,30
Camiseta Nasti de Plastic,Hombre,Camisetas,DEB-CAM-012-SSLE-O-DG,"31,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte hombre. Modelo viste talla M. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg",L,0
Camiseta Nasti de Plastic,Hombre,Camisetas,DEB-CAM-012-SSLE-O-DG,"31,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris oscuro. Corte hombre. Modelo viste talla M. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4061-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4067-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg,https://debutant-store.com/wp-content/uploads/2018/08/00-0O9A4070b-copy.jpg",XL,1
Tote Bag Nasti de Plastic Sea Blue,Bolsas,de,DEB-TTB-007-SB,"13,90€",,"Bolsa 100% algodón orgánico. Colorida, versátil y fácil de llevar. Color azul. Medidas 36x42x8 cm. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4260-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4260-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4264-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4264-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4267-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4267-copy.jpg"
Tote Bag Nasti de Plastic Burgundy,Bolsas,de,DEB-TTB-006-BU,"13,90€",,"Bolsa 100% algodón orgánico. Colorida, versátil y fácil de llevar. Color burdeos. Medidas 36x42x8 cm. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/P-0O9A4290-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/P-0O9A4290-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4288-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A4288-copy.jpg"
Producto,Genero,Tipo,SKU,Precio,Precio Rebajado,Descripcion_corta,Imagen,Talla,Disponibilidad
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",S,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",M,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",L,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",XL,0
Tote Bag Fulanita y Menganito,Bolsas,de,DEB-TTB-003-NA,"13,00€",,"Bolsa 100% algodón natural. Asa larga, versátil y fácil de llevar. Color natural. Medidas 38x42cm. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/03/1620fulanita-y-menganito.jpg,https://debutant-store.com/wp-content/uploads/2019/03/1620fulanita-y-menganito.jpg,https://debutant-store.com/wp-content/uploads/2019/03/Bolsa-Fulanita-y-Menganito-2.jpg,https://debutant-store.com/wp-content/uploads/2019/03/Bolsa-Fulanita-y-Menganito-2.jpg"
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",S,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",M,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",L,0
Camiseta Fulanita y Menganito Navy,Mujer,Camisetas,DEB-CAM-005-SSLE-A-FN,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color azul marino. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-navy-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-French-Nay-Ella-4.jpg",XL,0
Camiseta Slow Life Geometric,Mujer,"Camisetas,",DEB-CAM-011-SSLE-A-VW,"29,90€","25,90€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg",['extra-pequena'],1
Camiseta Slow Life Geometric,Mujer,"Camisetas,",DEB-CAM-011-SSLE-A-VW,"29,90€","25,90€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg",S,0
Camiseta Slow Life Geometric,Mujer,"Camisetas,",DEB-CAM-011-SSLE-A-VW,"29,90€","25,90€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg",M,0
Camiseta Slow Life Geometric,Mujer,"Camisetas,",DEB-CAM-011-SSLE-A-VW,"29,90€","25,90€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg",L,2
Camiseta Slow Life Geometric,Mujer,"Camisetas,",DEB-CAM-011-SSLE-A-VW,"29,90€","25,90€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-portada.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Slow-Life-Geometric-Ella-4.jpg",XL,30
Camiseta Aretha,Mujer,Camisetas,DEB-CAM-015-AWEP16-A-WG,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris efecto lavado a la piedra. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg",S,30
Camiseta Aretha,Mujer,Camisetas,DEB-CAM-015-AWEP16-A-WG,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris efecto lavado a la piedra. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg",M,30
Camiseta Aretha,Mujer,Camisetas,DEB-CAM-015-AWEP16-A-WG,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris efecto lavado a la piedra. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg",L,30
Camiseta Aretha,Mujer,Camisetas,DEB-CAM-015-AWEP16-A-WG,"31,90€","25,50€","Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color gris efecto lavado a la piedra. Corte mujer. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3874-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3885-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/11/P-0O9A3892B-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg,https://debutant-store.com/wp-content/uploads/2019/10/00-0O9A3876-copy.jpg",XL,0
Producto,Genero,Tipo,SKU,Precio,Precio Rebajado,Descripcion_corta,Imagen,Talla,Disponibilidad
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",['extra-pequena'],1
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",S,0
Camiseta Fulanita y Menganito White,Mujer,Camisetas,DEB-CAM-005-SSLE-A-WH,"29,90€",,"Camiseta 100% algodón orgánico certificado, manga corta y cuello redondo. Color blanco. Corte unisex. Modelo viste talla S. Diseño original de debutànt.","https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-4-1.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg,https://debutant-store.com/wp-content/uploads/2019/09/Fulanita-white-she-3.jpg",M,0
